IR
44276
44296
44336
44364
44380
44388
44432
44440
44460
44484
44504
44500
44544
44536
44560
44432
44096
43692
43532
43484
43580
43680
43800
43916
43984
44072
44140
44204
44264
44284
44284
44268
44272
44236
44264
44284
44280
44280
44316
44336
44376
44380
44420
44448
44432
44456
44472
44492
44496
44532
44508
44404
44088
43732
43492
43492
43572
43712
43800
43904
43964
44036
44096
44172
44224
44272
44272
44236
44240
44220
44208
44216
44256
44292
44288
44324
44348
44380
44376
44432
44448
44452
44456
44480
44472
44484
44496
44544
44492
44312
43948
43664
43508
43528
43632
43760
43864
43964
44024
44072
44160
44212
44248
44268
44284
44264
44268
44256
44244
44256
44292
44308
44320
44348
44396
44392
44424
44424
44444
44488
44480
44484
44508
44528
44524
44492
44284
43944
43712
43648
43684
43800
43912
43980
44048
44120
44208
44232
44280
44328
44348
44332
44288
44288
44296
44280
44292
44308
44340
44344
44360
44380
44404
44408
44416
44452
44444
44444
44488
44508
44456
44284
43972
43784
43736
43776
43856
43972
44056
44108
44180
44240
44276
44328
44352
44360
44340
44300
44292
44312
44316
44312
44348
44344
44344
44364
44388
44388
44424
44436
44460
44452
44468
44380
44188
43932
43804
43740
43804
43860
43956
44032
44084
44180
44212
44248
44292
44308
44300
44288
44304
44248
44264
44248
44276
44304
44284
44316
44316
44348
44364
44392
44384
44424
44416
44332
44060
43832
43732
43740
43800
43864
43928
43996
44068
44152
44196
44244
44284
44260
44288
44240
44236
44224
44236
44256
44276
44296
44284
44308
44324
44352
44364
44392
44388
44384
44208
43932
43696
43628
43656
43736
43800
43876
43924
43988
44056
44120
44196
44232
44236
44232
44176
44168
44172
44168
44184
44224
44208
44272
44272
44284
44300
44324
44352
44288
44116
43800
43584
43464
43476
43536
43612
43692
43760
43824
43888
43996
44036
44088
44084
44068
44040
44028
44016
44052
44048
44080
44112
44116
44128
44156
44180
44236
44224
44204
44012
43612
43308
43104
43092
43136
43296
43388
43488
43552
43588
43700
43788
43864
43900
43884
43860
43840
43828
43872
43860
43896
43940
43948
43972
44004
44024
44060
44068
44072
44132
44132
44076
43880
43432
43064
42804
42788
42864
43000
43112
43244
43312
43372
43484
43572
43632
43684
43712
43692
43680
43656
43656
43688
43724
43760
43800
43836
43856
43880
43916
43948
43984
43980
43988
44024
44052
44060
44060
44092
44092
44088
44120
44104
44004
43620
43236
42908
42796
42852
42988
43124
43224
43304
43372
43444
43508
43616
43664
43692
43672
43684
43668
43680
43680
43732
43752
43804
43824
43876
43908
43944
43972
43988
44020
44028
44052
44068
44068
44092
44104
44104
44104
44104
44128
44140
44060
43760
43436
43100
42956
43024
43136
43260
43384
43468
43536
43576
43664
43740
43796
43812
43824
43816
43804
43796
43808
43860
43868
43908
43936
43960
44016
44028
44040
44068
44092
44104
44136
44140
44164
44172
44180
44172
44164
44208
44192
44212
44120
43924
43604
43348
43216
43288
43412
43552
43632
43712
43756
43808
43888
43912
43972
43972
43980
43964
43964
43924
43956
43968
43976
44016
44048
44084
44088
44116
44132
44152
44168
44188
44220
44196
44204
44224
44224
44240
44240
44256
44280
44276
44280
44136
43916
43712
43596
43572
43632
43752
43816
43888
43920
43960
44000
44060
44100
44096
44092
44076
44060
44060
44052
44084
44088
44132
44136
44132
44184
44176
44192
44212
44232
44256
44256
44276
44276
44280
44300
44288
44312
44304
44316
44336
44344
44352
44288
44128
43956
43820
43792
43832
43932
43984
44040
44084
44120
44144
44180
44216
44220
44216
44220
44204
44180
44192
44188
44204
44212
44244
44220
44236
44272
44260
44292
44312
44324
44324
44320
44316
44316
44336
44336
44312
44336
44332
44244
44100
43956
43860
43856
43924
43972
44056
44084
44124
44124
44180
44204
44228
44244
44224
44208
44216
44196
44188
44208
44204
44212
44224
44228
44244
44252
44256
44292
44292
44304
44284
44348
44320
44312
44316
44324
44340
44348
44364
44364
44336
44176
44012
43872
43852
43860
43948
44000
44044
44080
44112
44144
44168
44188
44216
44212
44200
44224
44176
44164
44176
44168
44176
44204
44216
44220
44240
44260
44280
44280
44280
44292
44300
44308
44304
44288
44304
44316
44324
44304
44324
44324
44344
44340
44236
44076
43892
43840
43836
43912
43940
44024
44028
44076
44096
44140
44140
44156
44200
44196
44160
44160
44132
44140
44136
44140
44176
44176
44204
44204
44200
44228
44244
44264
44264
44276
44264
44268
44252
44268
44296
44276
44288
44280
44288
44304
44268
44156
43992
43856
43796
43820
43896
43948
43996
44032
44036
44064
44096
44160
44144
44148
44144
44152
44136
44120
44112
44136
44144
44136
44148
44176
44188
44196
44200
44220
44220
44248
44240
44260
44268
44256
44248
44280
44260
44244
44272
44272
44256
44156
43972
43864
43816
43836
43888
43932
43980
44040
44052
44060
44076
44140
44136
44124
44136
44104
44096
44092
44084
44088
44112
44120
44104
44116
44156
44160
44184
44172
44180
44184
44188
44180
44192
44180
44208
44216
44192
44224
44212
44072
43924
43780
43736
43740
43780
43880
43884
43940
43964
43988
44000
44032
44076
44052
44060
44060
44012
44020
44012
44004
44000
44044
44068
44056
44088
44088
44108
44132
44124
44140
44164
44156
44168
44168
44160
44164
44168
44176
44168
44188
44176
44096
43900
43752
43656
43652
43720
43784
43816
43860
43888
43904
43932
43964
43980
43996
43988
43984
43968
43956
43960
43956
43968
43984
43984
44024
44040
44036
44048
44088
44096
44100
44104
44100
44120
44132
44124
44132
44124
44128
44136
44136
44144
44152
44144
44048
43868
43708
43632
43596
43632
43716
43780
43808
43864
43852
43912
43944
43960
43992
43964
43936
43944
43936
43900
43920
43968
43972
43972
43988
44016
44012
44044
44048
44068
44088
44064
44084
44120
44104
44100
44120
44120
44112
44120
44112
44148
44156
44104
43972
43788
43644
43588
43648
43668
43748
43800
43832
43876
43904
43932
43944
43992
43984
43960
43948
43932
43928
43916
43928
43952
43940
43976
43984
44028
44000
44032
44044
44076
44048
44072
44076
44088
44096
44088
44104
44084
44124
44108
44032
43888
43688
43580
43592
43608
43680
43748
43780
43804
43848
43872
43904
43932
43944
43944
43912
43896
43888
43860
43904
43920
43924
43940
43968
43980
44000
44004
44008
44004
44048
44048
44056
44044
44052
44068
44076
44064
44084
44084
44100
44036
43888
43692
43548
43520
43536
43572
43640
43672
43724
43756
43764
43804
43828
43832
43856
43860
43836
43828
43808
43816
43812
43836
43840
43868
43880
43892
43924
43932
43940
43968
43992
43980
44000
44000
43992
44008
44000
44000
44024
44024
44028
43900
43712
43496
43460
43444
43508
43560
43596
43660
43688
43728
43708
43764
43792
43812
43808
43792
43752
43768
43756
43776
43768
43800
43840
43844
43864
43884
43888
43896
43916
43928
43952
43936
43960
43936
43972
43964
43996
43984
44004
43968
43800
43584
43452
43400
43448
43500
43560
43612
43640
43680
43676
43708
43748
43788
43772
43756
43740
43736
43744
43736
43740
43768
43768
43792
43824
43848
43840
43888
43892
43912
43920
43920
43916
43944
43920
43956
43964
43852
43660
43476
43372
43360
43392
43476
43508
43576
43572
43608
43652
43684
43724
43728
43724
43712
43668
43664
43676
43692
43692
43704
43744
43768
43772
43804
43808
43832
43824
43848
43860
43860
43872
43872
43872
43908
43908
43776
43584
43400
43272
43284
43308
43388
43452
43480
43504
43524
43536
43560
43612
43640
43628
43608
43616
43608
43600
43608
43624
43644
43668
43716
43724
43740
43768
43776
43788
43800
43836
43824
43808
43824
43844
43844
43840
43832
43876
43872
43764
43540
43360
43260
43252
43308
43368
43400
43444
43464
43508
43500
43552
43580
43604
43600
43596
43600
43572
43592
43596
43600
43620
43636
43672
43680
43708
43716
43728
43756
43792
43796
43788
43792
43824
43812
43836
43844
43836
43844
43848
43860
43864
43904
43892
43764
43488
43352
43296
43260
43352
43384
43424
43500
43520
43544
43564
43604
43632
43640
43672
43636
43632
43608
43632
43636
43676
43656
43704
43724
43740
43772
43788
43788
43812
43828
43848
43824
43848
43832
43856
43868
43848
43888
43908
43892
43884
43772
43560
43388
43308
43320
43380
43416
43456
43524
43532
43584
43592
43652
43648
43684
43688
43672
43644
43640
43648
43644
43668
43704
43716
43716
43740
43764
43788
43800
43836
43844
43836
43852
43836
43868
43860
43872
43868
43884
43872
43880
43916
43908
43816
43588
43424
43336
43316
43344
43408
43464
43496
43516
43572
43560
43620
43668
43652
43672
43672
43652
43644
43640
43636
43676
43688
43716
43740
43752
43768
43796
43800
43808
43820
43848
43844
43856
43876
43872
43884
43880
43900
43904
43888
43924
43944
43932
43904
43680
43464
43352
43312
43368
43428
43472
43520
43548
43560
43608
43632
43668
43712
43728
43700
43688
43668
43676
43680
43700
43704
43720
43772
43776
43808
43808
43820
43832
43856
43840
43856
43896
43884
43924
43904
43912
43936
43932
43924
43936
43936
43892
43688
43492
43388
43352
43420
43468
43524
43548
43592
43616
43648
43680
43716
43736
43764
43740
43728
43720
43696
43708
43736
43756
43780
43776
43804
43824
43840
43844
43884
43876
43884
43896
43908
43924
43916
43924
43940
43936
43956
43968
43932
43808
43588
43464
43392
43412
43480
43544
43580
43632
43664
43716
43720
43776
43780
43788
43808
43776
43748
43728
43748
43756
43752
43776
43804
43816
43812
43844
43868
43864
43896
43884
43904
43904
43924
43916
43908
43960
43936
43944
43880
43668
43448
43392
43392
43396
43460
43556
43584
43604
43652
43668
43720
43760
43756
43780
43748
43708
43708
43716
43720
43728
43728
43752
43764
43804
43824
43808
43832
43832
43856
43880
43888
43884
43884
43900
43916
43908
43928
43872
43768
43552
43376
43328
43332
43392
43440
43476
43544
43580
43592
43628
43656
43692
43716
43716
43664
43644
43640
43660
43672
43712
43720
43708
43764
43768
43784
43804
43816
43832
43824
43840
43860
43852
43840
43872
43864
43880
43864
43888
43832
43680
43492
43340
43316
43344
43408
43444
43496
43520
43560
43572
43612
43648
43680
43672
43684
43692
43656
43648
43680
43676
43676
43692
43708
43724
43760
43772
43780
43804
43812
43832
43840
43844
43868
43860
43864
43864
43864
43872
43880
43896
43892
43776
43580
43400
43336
43344
43404
43444
43480
43540
43572
43592
43628
43652
43688
43676
43704
43704
43664
43676
43668
43680
43684
43716
43724
43748
43792
43792
43812
43828
43816
43852
43844
43860
43872
43884
43880
43884
43912
43908
43860
43708
43504
43380
43384
43412
43432
43480
43520
43576
43604
43632
43660
43716
43720
43728
43724
43720
43676
43680
43712
43692
43712
43732
43772
43784
43804
43808
43816
43832
43828
43856
43872
43860
43872
43892
43856
43744
43520
43384
43360
43348
43408
43460
43508
43520
43572
43592
43644
43668
43676
43708
43712
43680
43656
43660
43680
43676
43704
43716
43720
43740
43748
43776
43784
43800
43836
43816
43840
43836
43828
43832
43776
43568
43384
43288
43284
43320
43360
43436
43468
43516
43524
43548
43596
43620
43656
43660
43656
43628
43608
43648
43616
43656
43664
43696
43696
43716
43708
43736
43760
43760
43760
43768
43824
43792
43832
43820
43808
43632
43432
43300
43268
43288
43308
43356
43408
43432
43472
43492
43500
43564
43588
43604
43600
43576
43576
43572
43588
43584
43608
43624
43644
43672
43696
43688
43716
43740
43736
43744
43748
43772
43776
43768
43796
43824
43800
43732
43576
43372
43272
43240
43268
43312
43356
43408
43444
43456
43476
43520
43556
43584
43584
43560
43572
43572
43576
43584
43608
43612
43616
43644
43652
43688
43696
43724
43704
43720
43748
43748
43756
43760
43792
43800
43796
43812
43796
43676
43464
43324
43248
43260
43316
43372
43400
43448
43476
43512
43524
43560
43620
43612
43620
43608
43612
43600
43580
43620
43632
43628
43640
43664
43680
43736
43728
43736
43748
43772
43772
43776
43796
43788
43808
43820
43796
43680
43480
43340
43312
43316
43380
43432
43468
43492
43544
43560
43600
43628
43652
43656
43644
43628
43624
43644
43604
43624
43668
43640
43660
43680
43708
43708
43720
43728
43728
43748
43760
43756
43768
43728
43588
43368
43264
43216
43252
43292
43340
43392
43424
43460
43488
43512
43552
43576
43568
43568
43564
43564
43544
43548
43576
43584
43604
43596
43624
43648
43680
43680
43676
43696
43716
43728
43740
43740
43732
43720
43548
43332
43212
43188
43224
43240
43296
43340
43376
43404
43448
43444
43512
43544
43532
43552
43516
43532
43512
43512
43520
43548
43552
43584
43592
43608
43640
43652
43640
43692
43660
43684
43692
43700
43724
43724
43724
43624
43412
43252
43168
43192
43204
43264
43308
43340
43372
43380
43436
43468
43488
43504
43516
43508
43516
43504
43488
43500
43516
43532
43572
43596
43596
43636
43624
43652
43676
43680
43692
43692
43692
43704
43724
43724
43704
43588
43368
43212
43160
43180
43224
43268
43320
43364
43408
43428
43460
43512
43544
43540
43548
43536
43504
43500
43508
43512
43536
43548
43580
43592
43616
43652
43680
43656
43656
43696
43704
43692
43712
43736
43688
43528
43308
43184
43160
43204
43228
43292
43336
43372
43380
43432
43476
43500
43512
43512
43524
43536
43528
43504
43492
43532
43540
43556
43576
43592
43604
43612
43612
43640
43644
43652
43692
43684
43680
43696
43652
43516
43296
43160
43088
43124
43188
43220
43248
43312
43344
43380
43420
43440
43480
43472
43500
43496
43468
43452
43472
43472
43504
43512
43552
43556
43568
43584
43596
43640
43624
43632
43644
43652
43652
43668
43672
43684
43636
43472
43268
43132
43104
43148
43192
43236
43272
43288
43320
43352
43388
43448
43464
43464
43468
43476
43444
43460
43460
43452
43488
43492
43508
43560
43588
43560
43608
43592
43612
43612
43636
43652
43632
43652
43672
43656
43700
43668
43540
43308
43172
43116
43140
43168
43228
43268
43312
43376
43400
43424
43476
43492
43528
43496
43476
43468
43492
43492
43504
43520
43528
43536
43540
43588
43604
43616
43632
43616
43640
43656
43652
43668
43684
43652
43516
43324
43176
43124
43120
43192
43228
43280
43336
43360
43396
43436
43484
43480
43488
43496
43440
43444
43428
43440
43476
43484
43516
43508
43528
43548
43540
43540
43580
43592
43580
43572
43596
43588
43544
43336
43164
43036
43060
43064
43108
43172
43212
43240
43264
43312
43352
43384
43408
43372
43388
43404
43388
43384
43400
43416
43412
43420
43444
43464
43444
43448
43460
43488
43468
43468
43472
43452
43492
43500
43464
43344
43116
43004
42944
42952
42996
43072
43112
43136
43192
43200
43252
43276
43340
43320
43312
43320
43308
43304
43304
43312
43340
43328
43372
43372
43404
43416
43412
43444
43468
43468
43500
43504
43504
43500
43512
43520
43476
43316
43104
42972
42964
43016
43064
43132
43176
43188
43196
43280
43332
43348
43372
43384
43384
43392
43368
43384
43408
43424
43420
43436
43460
43484
43516
43516
43508
43536
43536
43556
43556
43568
43580
43588
43584
43480
43268
43108
43052
43060
43100
43144
43188
43236
43260
43320
43356
43400
43420
43400
43416
43408
43404
43352
43392
43388
43404
43420
43440
43460
43464
43496
43512
43504
43520
43532
43516
43568
43584
43548
43456
43264
43068
43024
42984
43028
43072
43108
43172
43188
43224
43268
43304
43324
43344
43356
43368
43328
43340
43328
43348
43356
43348
43340
43388
43408
43444
43428
43448
43504
43484
43520
43512
43524
43548
43548
43560
43552
43596
43524
43300
43084
42992
42980
42996
43068
43112
43152
43168
43236
43240
43268
43296
43348
43352
43364
43348
43348
43368
43356
43376
43404
43412
43436
43460
43488
43484
43504
43520
43504
43508
43532
43516
43556
43576
43588
43596
43600
43552
43360
43136
42996
42996
43032
43044
43124
43148
43204
43224
43268
43292
43348
43372
43376
43348
43364
43328
43344
43332
43364
43356
43396
43420
43444
43456
43468
43512
43516
43512
43532
43552
43564
43604
43592
43576
43496
43260
43056
42992
42952
43008
43048
43104
43140
43188
43232
43272
43300
43356
43372
43368
43364
43340
43328
43336
43348
43348
43376
43396
43416
43424
43448
43476
43464
43476
43496
43520
43524
43552
43560
43584
43504
43304
43064
42936
42888
42928
42988
43036
43080
43116
43184
43196
43252
43300
43344
43356
43348
43312
43312
43308
43344
43308
43368
43384
43392
43400
43428
43460
43476
43500
43488
43512
43528
43528
43512
43540
43540
43544
43552
43444
43224
42984
42840
42836
42868
42936
42992
43056
43092
43124
43172
43232
43280
43320
43320
43320
43300
43308
43324
43308
43320
43356
43380
43388
43428
43468
43508
43508
43548
43572
43580
43584
43600
43616
43616
43648
43664
43664
43560
43292
43044
42820
42720
42760
42836
42912
43004
43064
43104
43164
43228
43284
43300
43308
43296
43296
43276
43264
43284
43300
43336
43332
43384
43408
43460
43492
43484
43520
43500
43532
43544
43564
43564
43528
43344
43060
42836
42688
42700
42776
42860
42944
43048
43096
43132
43208
43264
43292
43304
43312
43276
43260
43260
43264
43292
43304
43336
43364
43392
43432
43448
43464
43472
43512
43516
43536
43572
43580
43560
43508
43248
42924
42676
42556
42560
42632
42728
42792
42900
42932
42996
43064
43144
43196
43208
43208
43204
43216
43204
43204
43228
43256
43276
43296
43328
43344
43368
43408
43432
43452
43480
43484
43500
43524
43536
43580
43596
43520
43264
42944
42672
42532
42520
42580
42712
42792
42868
42936
43004
43096
43156
43200
43248
43228
43252
43224
43212
43260
43256
43284
43308
43332
43376
43384
43424
43468
43480
43520
43548
43540
43604
43572
43596
43624
43648
43644
43560
43320
43020
42728
42572
42500
42532
42636
42736
42808
42928
42980
43088
43200
43232
43240
43272
43240
43228
43224
43256
43280
43320
43348
43404
43432
43468
43500
43496
43528
43528
43556
43560
43576
43620
43608
43516
43208
42892
42580
42460
42460
42572
42664
42808
42916
42996
43088
43184
43272
43288
43304
43296
43288
43264
43268
43300
43304
43316
43352
43392
43396
43424
43460
43480
43492
43524
43532
43572
43568
43568
43608
43572
43388
43080
42784
42576
42536
42640
42708
42804
42896
42964
